Lineage,Superorder,Orders_Scientific_Name_50MYA,Family.Scientific.Name,Scientific.Name,English.Name,NCBI.taxon.ID,Status,Assembly.ID,Sex.chromosomes.main.haploptype,sex,Accession_num_main_haplotype,RefSeq.annotation.main.haplotype,Accession_nums_other_high_quality_haplotypes,Assembly.tech,Assembly.Size,Num_of_contigs,CITES,Main.project,Second.project,Expected_sex_chromosomes,Hetergametic_Sequenced,Sexual.system,Sex_Chromosome_System_Karyotype,Genotypic,Environmental_SD,Assembled_PAR,Neo_Sex_Chr,Notes,FurtherInvestigation,Tried_KmerApproach,Validated_KmerApproach,PututativeSexChrs_IDed_KmerApproach,NotValidated_Kmer_Reason,DotPlots,Kmer.Notes,Mirror.Plot.comments,Tried_HalfDeep,Validated_HalfDeep,HalfDeep_Super_Sca_.50.,assemblyLevel,collection_date,geo_loc_name,sequencingTech,genomeCoverage,totalNumberOfChromosomes
Birds,Core landbirds,Psittaciformes,Psittacidae,Amazona ochrocephala,yellow-crowned amazon,151761,,bAmaOch1,Has Z and W,F,GCA_039720435.1,,GCA_039720425.1,"HiFi, Hifiasm Hi-C phasing","1,361,915,838","1,877",,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Amazona_ochrocephala_dotPlot_kmers_v2.1.pdf,,,Y,,W_100% | MT_100% | Z_99.4% | 26_72.5%,Chromosome,11/2/21,"Colombia: Yarumal, Antioquia",PacBio Sequel II HiFi; Arima Hi-C v2,37.4,34
Birds,Core landbirds,Psittaciformes,Psittacidae,Anodorhynchus hyacinthinus,hyacinth macaw,51900,,bAnoHya1,,,,,,,,,,AmaZoomics : Genomics of Brazilian Biodiversity,,,,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,,,,,,,,,
Birds,Core landbirds,Psittaciformes,Psittacidae,Ara ararauna,blue-and-gold macaw,9226,,bAraAra1,Has Z only,M,GCA_028858755.1,,GCA_028858555.1,"HiFi, Hifiasm Hi-C phasing","1,224,360,198",353,,Vocal learning,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,N; alt not chr level,,,,,,Y,Y,SUPER_25_0.97,Chromosome,5/20/21,"USA: Dripping Springs, Texas",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,38.95,35
Birds,Core landbirds,Psittaciformes,Psittacidae,Guaruba guarouba,golden parakeet,51906,,bGuaGua1,Has Z and W,F,GCA_045345405.1,,GCA_045519325.1,"HiFi, Hifiasm Hi-C phasing","1,366,127,126",389,,AmaZoomics : Genomics of Brazilian Biodiversity,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,Y,Y,NA,,Guaruba_guarouba_dotPlot_kmers_v2.1.pdf,,,Y,,Z_99.8% | 24_88.4% | W_81.5% | 17_81% | 26_80% | 32_79.2% | 25_67% | 20_63% | 21_59.8% | 18_52.4%,Chromosome,1/19/22,"Brazil:Para, Jacunda",PacBio Revio,52,36
Birds,Core landbirds,Psittaciformes,Psittacidae,Psittacula echo,Mauritius parakeet,232653,,bPsiEch3,Has Z only,M,GCA_963264785.1,,,"HiFi, Hifiasm solo","1,203,831,919",530,,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,28_50.7%,Chromosome,1/15/20,Mauritius,"PacBio,Arima2",79,35
Birds,Core landbirds,Strigiformes,Strigidae,Athene noctua,little owl,126797,,bAthNoc1,Has Z only,M,GCA_965140245.1,,GCA_965140185.1,"HiFi, Hifiasm Hi-C phasing","1,355,857,592","1,288",,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,37_80.3%,Chromosome,7/9/21,United Kingdom,"PacBio,Arima2",55,41
Birds,Core landbirds,Strigiformes,Strigidae,Pulsatrix perspicillata,spectacled owl,111820,,bPulPer1,,,,,,,,,,AmaZoomics : Genomics of Brazilian Biodiversity,,,,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,,,,,,,,,
Birds,Core landbirds,Strigiformes,Strigidae,Strix aluco,tawny owl,111821,4,bStrAlu1,Has Z and W,F,GCA_031877795.1,,GCA_031877785.1,"HiFi, Hifiasm Hi-C phasing","1,414,802,443",483,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Strix_aluco_dotPlot_kmers_v2.1.pdf,,,Y,Y,SUPER_Z_0.98 | SUPER_W_0.87 | SUPER_32_0.72 | SUPER_34_0.65 | SUPER_36_0.63 | SUPER_35_0.62 | SUPER_30_0.57,Chromosome,2/4/16,Spain: San Sebastian,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,40,41
Birds,Core landbirds,Passeriformes (Oscines),Sturnidae,Acridotheres tristis,common myna,279927,,bArcTri1,"Has Z only (where is W, male)",F,GCA_027559615.1,,,"HiFi, Hifiasm solo","1,193,419,045",890,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,"This is possibly mislabeled, should be a male",Y,N,NA,NA,alt hap contig level,,,,Y,"N; sex mislabeling? (W missing, Diploid-lvl Z) ",MT_100% | 30_77.8%,Chromosome,4/22/20,Israel: Tel Aviv,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Genomics Hi-C v2,25,38
Birds,Core landbirds,Passeriformes (Oscines),Sylviidae,Sylvia borin,garden warbler,73324,,bSylBor1,Has Z only,M,GCA_014839755.1,,,"CLR I, FALCON unzip","1,045,652,180",310,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,36_100% | 33_73.2%,Chromosome,6/5/18,Italy: Ponza Island,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,72.07,37
Birds,Core landbirds,Passeriformes (Suboscines),Thamnophilidae,Hypocnemis striata,Spix's warbling antbird,1202453,,bHypStr1,,,,,,,,,,AmaZoomics : Genomics of Brazilian Biodiversity,,,,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,,,,,,,,,
Birds,Core landbirds,Passeriformes (Suboscines),Thamnophilidae,Willisornis vidua,Xingu scale-backed antbird,1566151,,bWilVid1,Has Z and W,F,GCA_045364795.1,,GCA_045364805.1,"HiFi, Hifiasm Hi-C phasing","1,233,406,177","2,283",,AmaZoomics : Genomics of Brazilian Biodiversity,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Willisornis_vidua_dotPlot_kmers_v2.1.pdf,,,N,,NA,Chromosome,6/19/23,"Brazil:Para, Santa Barbara do Para",PacBio Sequel II,35,41
Birds,Core landbirds,Trogoniformes,Trogonidae,Trogon surrucura,surucua trogon,297711,4,bTroSur1,Has Z and W,F,GCA_020746105.1,,,"CLR II, FALCON unzip","1,165,749,515",435,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,36_100% | 39_100% | 40_100% | Z_98% | 30_85% | 29_84.9% | 34_62% | 35_61.3% | 31_52%,Chromosome,10/29/95,"Argentina: Posadas, Misiones",PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C,78,42
Birds,Core landbirds,Passeriformes (Oscines),Turdidae,Erithacus rubecula,European robin,37610,,bEriRub2,Has Z and W,F,GCA_903797595.2,,,"CLR II, FALCON unzip","1,086,738,418","2,109",,Sanger 25G,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,W_100% | Z_98.5%,Chromosome,,,"PacBio,Illumina,Dovetail",41,33
Birds,Core landbirds,Passeriformes (Oscines),Turdidae,Turdus migratorius,American robin,9188,,bTurMig1,,,,,,,,,,Vocal learning,,,,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,,,,,,,,,
Birds,Core landbirds,Passeriformes (Oscines),Zosteropidae,Zosterops lateralis,silver-eye,43581,,bZosLat1,Has Z and W,F,GCA_965231275.1,,GCA_965231245.1,"HiFi, Hifiasm Hi-C phasing","1,143,494,826","1,129",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,35_100% | MT_100% | W_99.8% | Z_99.2% | 27_98.5% | 23_90.4% | 34_90.1% | 29_90% | 38_88% | 36_82.5% | 32_78.5% | 24_73.3% | 30_72.7% | 31_68.4% | 26_56.9% | 33_52.2%,Chromosome,7/10/22,Australia,"PacBio,Arima2",48,41
Birds,Core waterbirds,Charadriiformes,Laridae,Rissa tridactyla,black-legged kittiwake,75485,,bRisTri1,Has Z and W,F,GCA_028500815.1,GCF_028500815.1,GCA_028501385.1,"HiFi, Hifiasm trio","1,353,621,101",999,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Rissa_tridactyla_dotPlot_kmers_v2.1.pdf,,,Y,,Z_100% | W_99.1% | 26_70.9% | 27_64.9%,Chromosome,2008/2010,"USA: Middleton Island, Alaska",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,33,32
Birds,Core waterbirds,Gruiformes,Gruidae,Grus americana,whooping crane,9117,,bGruAme1,Has Z only,M,GCA_028858705.1,GCF_028858705.1,GCA_028858595.1,"CLR II, Trio Canu","1,257,837,975","1,191",,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,N,,hap quality,Grus_americana_dotPlot_kmers_v2.1.pdf,Why is this no? The Z is behaving as we would expect.,,Y,,35_81% | 38_53%,Chromosome,12/3/19,"USA: Baraboo, Wisconsin",PacBio Sequel II CLR; 10X Gemonics linked reads; Arima Hi-C v1; Bionano DLS,232.6,40
Birds,Core waterbirds,Gaviiformes,Gaviidae,Gavia stellata,red-throated Loon,37040,4,bGavSte3,Has Z only,M,GCA_030936135.1,GCF_030936135.1,GCA_030936125.1,"HiFi, Hifiasm Hi-C phasing","1,321,270,170","1,434",,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Gavia_stellata_dotPlot_kmers_v2.1.pdf,,,Y,Y,SUPER_39_1.00 | SUPER_38_0.81 | SUPER_34_0.77 | SUPER_41_0.75 | SUPER_40_0.65 | SUPER_43_0.65 | SUPER_33_0.59 | SUPER_35_0.51,Chromosome,8/1/19,Greenland,PacBio Sequel II HiFi; Arima Hi-C v2,35,44
Birds,Core waterbirds,Pelicaniformes (Phalacrocoracidae),Phalacrocoracidae,Phalacrocorax carbo,great cormorant,9209,,bPhaCar2,Has Z and W,F,GCA_963921805.1,GCF_963921805.1,,"HiFi, Hifiasm solo","1,283,643,005",844,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_94.9% | 33_60.2%,Chromosome,3/5/09,Japan,"PacBio,Arima2",40,36
Birds,Core waterbirds,Charadriiformes,Laridae,Chroicocephalus ridibundus,black-headed gull,1192867,,bChrRid1,Has Z only,M,GCA_963924245.1,GCF_963924245.1,GCA_030820635.1,"HiFi, Hifiasm trio","1,417,571,123","1,191",,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,N,,"""Alt hap"" from different submitter; not truly chrom-level",,,,Y,,26_73.3% | 28_72.2%,Chromosome,3/3/22,United Kingdom,"PacBio,Arima2",37,33
Birds,Core waterbirds,Charadriiformes,Alcidae,Alca Torda,razorbill,28689,,bAlcTor1,Has Z only,M,GCA_008658365.1,,,"CLR, FALCON unzip","1,178,492,568",322,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,25_78.4%,,,,,,
Birds,Core waterbirds,Charadriiformes,Charadriidae,Pluvialis apricaria,European golden plover,670352,4,bPluApr1,Has Z and W,F,GCA_017639485.1,,,"CLR II, FALCON unzip","1,247,767,512",375,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_91.8% | W_90.3% | 34_59.6%,Chromosome,8/7/01,Iceland: Keflavik Naval Air Station,PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,60,38
Birds,Core waterbirds,Charadriiformes,Charadriidae,Vanellus vanellus,Northern Lapwing,100859,,bVanVan1,Has Z only,M,GCA_965231255.1,,,"HiFi, Hifiasm Hi-C phasing","1,476,605,334","3,343",,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,31_81.7%,Chromosome,10/28/21,United Kingdom,"PacBio,Arima2",48,34
Birds,Core waterbirds,Ciconiiformes,Ciconiidae,Ciconia maguari,Maguari stork,52777,4,bCicMag1,Has Z and W,F,GCA_017639555.1,,,"CLR II, FALCON unzip","1,239,437,416",385,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_78.6%,Chromosome,2/18/92,"Argentina: Estancia El Tala, near Puerto Constanza",PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,88.32,31
Birds,Core waterbirds,Gruiformes,Gruidae,Balearica regulorum gibbericeps,grey crowned-crane,100784,4,bBalReg1,Has Z and W,F,GCA_011004875.1,,,"CLR I, FALCON unzip","1,221,051,782",249,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_96.8% | Z_94.3%,Chromosome,2008,Denmark: Copenhagen Zoo,PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,59.56,37
Birds,Core waterbirds,Gruiformes,Gruidae,Grus grus,Eurasian crane,40816,,bGruGru1,Has Z only,M,GCA_964106855.1,,,"HiFi, Hifiasm trio","1,352,282,554","1,347",,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,Y,SUPER_29_0.60,Chromosome,6/16/22,United Kingdom,"PacBio,Arima2",48,40
Birds,Core waterbirds,Charadriiformes,Laridae,Larus argentatus,herring gull,35669,,bLarArg3,Has Z and W,F,GCA_964417175.1,,GCA_964417125.1,"HiFi, Hifiasm Hi-C phasing","1,417,836,755",959,,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Larus_argentatus_dotPlot_kmers_v2.1.pdf,,,Y,,Z_96.6% | W_89.9% | 28_73.6% | 33_71.8%,Chromosome,1/23/24,Norway,"PacBio,Arima2",75,35
Birds,Core waterbirds,Charadriiformes,Laridae,Larus fuscus,lesser black-backed gull,8915,,bLarFus1,Has Z only (W missing),F,GCA_963932225.1,,,"HiFi, Hifiasm solo","1,324,286,540","1,904",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,where is W?,Y,N,NA,NA,alt hap contig level,,,,Y,"N; sex mislabeling? (W missing, Diploid-lvl Z) ",no halfdeep,Chromosome,3/3/22,United Kingdom,"PacBio,Arima2",30,32
Birds,Core waterbirds,Charadriiformes,Laridae,Larus michahellis,yellow-legged gull,119627,,blarMic1,Has Z and W,F,GCA_964199755.1,,,"HiFi, Hifiasm solo","1,405,564,706","1,117",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,W_97.1% | 32_95.2% | Z_94.8% | 25_70.9% | 27_50.2%,Chromosome,4/18/23,Switzerland,"PacBio,Arima2",68,35
Birds,Core waterbirds,Charadriiformes,Laridae,Sterna hirundo,common tern,108405,,bSteHir1,Has Z and W,F,GCA_009819605.1,,,"CLR I, FALCON unzip","1,229,972,541",328,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_95.7% | Z_93.6%,Chromosome,8/1/18,"Germany: Wilhelmshaven, Lower Saxonia",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,67.91,27
Birds,Core waterbirds,Opisthocomiformes,Opisthocomidae,Opisthocomus hoazin,hoatzin,30419,4,bOpiHoa1,Has Z and W,F,GCA_030867145.1,,GCA_030867165.1,"HiFi, Hifiasm Hi-C phasing","1,482,459,898",683,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Opisthocomus_hoazin_dotPlot_kmers_v2.1.pdf,,,Y,,Z_100% | W_96.4% | 39_72% | 31_66% | 38_63.8%,Chromosome,12/13/21,"Colombia: Reserva Barcelona de la Universidad de los Llanos, Municipio de Villavicencio, Departamento del Meta, Colombia",PacBio Sequel II HiFi; Arima Hi-C v2,40,41
Birds,Core waterbirds,Pelecaniformes (Pelecanidae),Pelecanidae,Pelecanus crispus,dalmatian pelican,36300,4,bPelCri1,Has Z and W,F,GCA_030463565.1,,,"HiFi, Hifiasm solo","1,314,568,463",700,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_100% | Z_88% | 32_86.2% | 24_78.8% | 26_73.4% | 30_58.6% | 28_58.5% | 27_53.6%,Chromosome,6/11/20,Denmark: Copenhagen Zoo,PacBio Sequel II HiFi; Arima Hi-C v2,27.71,34
Birds,Core waterbirds,Phaethontiformes,Phaethontidae,Phaethon aethereus,red-billed tropicbird,37045,4,bPhaAeh10,Has Z and W,F,GCA_964289735.1,,GCA_964289755.1,"HiFI, HiFiasm trio phasing","1,321,007,257","1,925",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_99% | W_97.7% | 33_93.3% | 38_90.2% | 29_89.1% | 31_88.3% | 28_82.8% | 32_77.8% | 26_76.7% | 36_76.5% | 24_69.5% | 34_56% | 22_52%,Chromosome,3/11/19,Cape Verde,"PacBio,Arima2",29,40
Birds,Core waterbirds,Pelicaniformes (Phalacrocoracidae),Phalacrocoracidae,Gulosus aristotelis,European shag,126867,4,bGulAri2.1,Has Z and W,F,GCA_949628215.1,,,"HiFi, Hifiasm solo","1,279,134,750",575,,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,Genus updated from Gulosus to Phalacrocorax,,,,,,,,,Y,,Z_100% | 31_79.7% | 27_78.3% | W_73.4%,Chromosome,6/29/21,United Kingdom,"PacBio,Arima2",42,36
Birds,Core waterbirds,Procellariiformes,Procellariidae,Calonectris borealis,Cory's shearwater,1323832,4,bCalBor7,Has Z and W,F,GCA_964195595.2,,GCA_964196065.2,"HiFi, Hifiasm Hi-C phasing","1,366,205,003",880,,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,,,Calonectris_borealis_dotPlot_kmers_v2.1.pdf,Where are the sex chromosomes in the dotplot?,,Y,Y,SUPER_Z_1.00 | SUPER_W_0.99 | SUPER_36_0.82 | SUPER_31_0.67,Chromosome,10/13/22,Spain,"PacBio,Arima2",66,41
Birds,Core waterbirds,Gruiformes,Rallidae,Gallinula chloropus,common moorhen,9123,,bGalChl1,Has Z only,M,GCA_964237585.1,,GCA_964237395.1,"HiFi, Hifiasm Hi-C phasing","1,282,394,494","1,420",,DToL,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,30_56.6% | 31_50.2%,Chromosome,8/14/21,United Kingdom,"PacBio,Arima2",44,38
Birds,Core waterbirds,Gruiformes,Rallidae,Porphyrio hochstetteri,takahe,439704,,bPorHoc1,Has Z and W,F,GCA_020800305.1,,GCA_020801775.1,"HiFi, Trio hifiasm","1,270,294,353",501,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_100% | Z_96.7% | 31_90.5% | 32_73.9% | 27_68.8% | 24_64.6% | 29_59.4% | 26_58.5%,Chromosome,2/13/20,New Zealand: Burwood,PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2,36.82,34
Birds,Core waterbirds,Eurypgiformes,Rhynochetidae,Rhynochetos jubatus,Kagu,54386,4,bRhyJub1,Has Z and W,F,GCA_027574665.1,,,"HiFi, Hifiasm solo","1,331,454,348",448,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,40_100% | Z_99.9% | W_99.7%,Chromosome,1/21/21,New Caledonia: Parc Zoologique Et Forestier Michel Corbasson,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,35.71,43
Birds,Core waterbirds,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew,31919,,bNumArq3,Has Z and W,F,GCA_964106895.1,,GCA_964059295.1,"HiFi, Hifiasm Hi-C phasing","1,348,876,333","2,604",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,https://www.ncbi.nlm.nih.gov/biosample/SAMEA112693994/,,,,,,,,,Y,Y,SUPER_Z_0.99 | SUPER_W_0.98 | SUPER_36_0.77 | SUPER_34_0.53,Chromosome,7/16/22,Ireland,"PacBio,Arima2",45,41
Birds,Core waterbirds,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Humboldt penguin,9240,4,bSphHub1,Has Z and W,F,GCA_027474245.1,,,"HiFi, Hifiasm solo","1,358,357,718",389,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_100% | Z_88%,Chromosome,4/26/21,Denmark: Copenhagen,PacBio Sequel II HiFi,28.14,37
Birds,Core waterbirds,Suliformes,Sulidae,Morus bassanus,Northern gannet,37578,4,bMorBas2,Has Z only,M,GCA_031468815.1,,GCA_031468805.1,"HiFi, Hifiasm Hi-C phasing","1,294,804,326",669,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Morus_bassanus_dotPlot_kmers_v2.1.pdf,,,Y,,no halfdeep,Chromosome,2021,"Germany: Leibniz Institute for Zoo and Wildlife Research, Berlin",PacBio Sequel II HiFi; Arima Hi-C v2,38,34
Birds,Core waterbirds,Pelicaniformes (Threskiornithidae),Threskiornithidae,Platalea leucorodia,Eurasian spoonbill,257867,,bPlaLeu2,Has Z and W,F,GCA_965183815.1,,GCA_965183785.1,"HiFi, Hifiasm Hi-C phasing","1,345,825,956","1,371",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,32_100% | 33_100% | W_99.9% | Z_99.6% | 29_52.5%,Chromosome,2/2/22,United Kingdom,"PacBio,Arima2",33,37
Birds,Core waterbirds,Pelicaniformes (Threskiornithidae),Threskiornithidae,Theristicus caerulescens,plumbeous ibis,1118847,4,bTheCae1,Has Z only,M,GCA_020745775.1,,,"CLR II, FALCON unzip","1,203,372,763",192,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,10/26/05,Uruguay: Rocha,PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C v1,123.5,26
Reptiles,Crocodylia,Alligatoridae,Alligatoridae,Alligator mississippiensis,American alligator,8496,4,rAllMis1,No,F,GCA_030867095.1,GCF_030867095.1,GCA_030867065.1,"HiFiasm, Hi-C phasing","2,346,779,227",355,II,VGP,,None,NA,gonochorous,None,NA,TSD II,,,,,Y,NA; Alt not chr level,,,,,,Y,NA; system unknown,,Chromosome,2020-11,"USA: Delacriox, Louisiana",PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,35.86,16
Reptiles,Crocodylia,Gavialidae,Gavialidae,Gavialis gangeticus,Indian gharial,94835,4,rGavGan2,No,M,GCA_030020295.1,,GCA_030020385.1,"HiFi, Hifiasm solo","2,328,538,659",278,,VGP,,None,NA,gonochorous,None,NA,TSD II,,,,,,,,,,,,Y,,no halfdeep,Chromosome,8/18/12,"USA: San Diego Zoo, San Diego",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,35,16
Invertebrates,Echinodermata,Forcipulatida,Asteriidae,Asterias rubens,common starfish,7604,4,eAstRub1,No,M,GCA_902459465.3,,,"CLR, FALCON unzip","417,601,740",621,,Sanger 25G project,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,,,"PacBio,Illumina,Dovetail",103,22
Birds,GalloAnserformes,Anseriformes,Anatidae,Cygnus olor,mute swan,8869,,bCygOlo1,Has Z and W,F,GCA_009769625.2,GCF_009769625.2,,"CLR I, FALCON unzip","1,134,186,642",622,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,Z_96.9% | W_96.3%,Chromosome,7/1/15,Germany: Mainau,PacBio Sequel 1 CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,60.23,36
Birds,GalloAnserformes,Anseriformes,Anatidae,Aythya fuligula,tufted duck,219594,4,bAytFul2,Has Z and W,F,GCA_009819795.1,GCF_009819795.1,,"CLR, FALCON unzip","1,127,004,725",268,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_96.4% | W_81.9%,Chromosome,8/28/17,Sweden,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,64.03,36
Birds,GalloAnserformes,Galliformes,Phasianidae,Gallus gallus,white leghorn layer chicken,9031,4,bGalGal1,Has Z and W (remove identical ones from broiler),F,GCA_016700215.2,GCF_016700215.2,"GCF_016699485.2, GCA_027557775.1, GCA_027408225.1, GCA_024206055.2","CLR I, TrioCanu","1,050,511,239",685,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,38_100% | Z_90.3% | W_90% | 34_52.5% | 39_52%,Chromosome,5/20/19,"USA:Fayetteville, Arkansas",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,102.01,41
Birds,GalloAnserformes,Galliformes,Phasianidae,Lagopus muta,rock ptarmigan,64668,,bLagMut1,Has Z and W,F,GCA_023343835.1,GCF_023343835.1,,"HiFi, Hifiasm solo","1,026,771,810",375,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,36_100% | Z_98.6% | 25_86.4% | 24_79.9% | 31_78% | 30_75.3% | 23_62.2% | 32_59.5% | 34_57.2% | 29_55.4% | 26_54.8% | 22_53.9% | W_51.4%,Chromosome,,"Iceland: Husavik, NE",PacBio Sequel II HiFi; Dovetail genomics Hi-C; Illumina NovaSeq,57.75,40
Birds,GalloAnserformes,Anseriformes,Anatidae,Anser cygnoides,swan goose,8845,,bAnsCyg1,Has Z and W,F,GCA_040182565.1,GCF_040182565.1,,"HiFi, ONT, Hifiasm and Nextdenovo","1,215,337,776",116,,Individual,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,N,,NA,Chromosome,2022-10,China: Taizhou,PacBio,70,40
Birds,GalloAnserformes,Anseriformes,Anatidae,Anas acuta,northern pintail,28680,,bAnaAcu1,Has Z and W,F,GCA_963932015.1,GCF_963932015.1,,"HiFi, Hifiasm solo","1,189,313,589","1,026",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,Z_99.8% | W_67.7% | 28_54.8% | 31_50.5%,Chromosome,2/3/22,United Kingdom,"PacBio,Arima2",28,39
Birds,GalloAnserformes,Anseriformes,Anatidae,Anas platyrhynchos,mallard,8839,,bAnaPla2,Has Z and W,F,GCA_964188345.1,,"GCA_964188335.1, GCF_015476345.1","HiFi, Hifiasm Hi-C phasing","1,300,248,985","1,507",,DToL,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_99.7% | W_98.8% | 26_84.2% | 35_68.1% | 21_67.2% | 30_62.7%,Chromosome,4/14/22,United Kingdom,"PacBio,Arima2",65,41
